Sector económico;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2023T3;1,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2023T2;1,3
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2023T1;0,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2022T4;0,7
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2022T3;0,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2022T2;1,2
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2022T1;1,0
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2021T4;0,7
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2021T3;0,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2021T2;1,5
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2021T1;1,5
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2020T4;1,9
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2020T3;2,5
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2020T2;1,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2020T1;2,2
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2019T4;1,3
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2019T3;2,4
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2019T2;1,7
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2019T1;1,7
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2018T4;2,6
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2018T3;2,3
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2018T2;2,8
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2018T1;2,3
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2017T4;1,9
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2017T3;1,6
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2017T2;1,1
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2017T1;1,1
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2016T4;0,5
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2016T3;0,2
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2016T2;0,5
Construcción;Mujeres;15 Navarra, Comunidad Foral de;2016T1;0,8
Construcción;Mujeres;16 País Vasco;2025T3;8,2
Construcción;Mujeres;16 País Vasco;2025T2;8,4
Construcción;Mujeres;16 País Vasco;2025T1;7,0
Construcción;Mujeres;16 País Vasco;2024T4;6,6
Construcción;Mujeres;16 País Vasco;2024T3;5,4
Construcción;Mujeres;16 País Vasco;2024T2;6,5
Construcción;Mujeres;16 País Vasco;2024T1;4,6
Construcción;Mujeres;16 País Vasco;2023T4;7,6
Construcción;Mujeres;16 País Vasco;2023T3;5,8
Construcción;Mujeres;16 País Vasco;2023T2;7,4
Construcción;Mujeres;16 País Vasco;2023T1;9,4
Construcción;Mujeres;16 País Vasco;2022T4;9,9
Construcción;Mujeres;16 País Vasco;2022T3;8,5
Construcción;Mujeres;16 País Vasco;2022T2;6,8
Construcción;Mujeres;16 País Vasco;2022T1;6,8
Construcción;Mujeres;16 País Vasco;2021T4;4,1
Construcción;Mujeres;16 País Vasco;2021T3;5,3
Construcción;Mujeres;16 País Vasco;2021T2;4,2
Construcción;Mujeres;16 País Vasco;2021T1;5,0
Construcción;Mujeres;16 País Vasco;2020T4;4,9
Construcción;Mujeres;16 País Vasco;2020T3;4,8
Construcción;Mujeres;16 País Vasco;2020T2;4,5
Construcción;Mujeres;16 País Vasco;2020T1;5,6
Construcción;Mujeres;16 País Vasco;2019T4;5,6
Construcción;Mujeres;16 País Vasco;2019T3;5,6
Construcción;Mujeres;16 País Vasco;2019T2;5,1
Construcción;Mujeres;16 País Vasco;2019T1;6,0
Construcción;Mujeres;16 País Vasco;2018T4;6,1
Construcción;Mujeres;16 País Vasco;2018T3;5,0
Construcción;Mujeres;16 País Vasco;2018T2;5,4
Construcción;Mujeres;16 País Vasco;2018T1;4,5
Construcción;Mujeres;16 País Vasco;2017T4;5,0
Construcción;Mujeres;16 País Vasco;2017T3;5,0
Construcción;Mujeres;16 País Vasco;2017T2;3,5
Construcción;Mujeres;16 País Vasco;2017T1;4,7
Construcción;Mujeres;16 País Vasco;2016T4;5,9
Construcción;Mujeres;16 País Vasco;2016T3;6,0
Construcción;Mujeres;16 País Vasco;2016T2;6,8
Construcción;Mujeres;16 País Vasco;2016T1;6,0
Construcción;Mujeres;17 Rioja, La;2025T3;1,8
Construcción;Mujeres;17 Rioja, La;2025T2;1,4
Construcción;Mujeres;17 Rioja, La;2025T1;1,1
Construcción;Mujeres;17 Rioja, La;2024T4;1,3
Construcción;Mujeres;17 Rioja, La;2024T3;1,1
Construcción;Mujeres;17 Rioja, La;2024T2;0,6
Construcción;Mujeres;17 Rioja, La;2024T1;1,0
Construcción;Mujeres;17 Rioja, La;2023T4;0,8
Construcción;Mujeres;17 Rioja, La;2023T3;1,0
Construcción;Mujeres;17 Rioja, La;2023T2;1,3
Construcción;Mujeres;17 Rioja, La;2023T1;1,1
Construcción;Mujeres;17 Rioja, La;2022T4;1,8
Construcción;Mujeres;17 Rioja, La;2022T3;1,3
Construcción;Mujeres;17 Rioja, La;2022T2;1,1
Construcción;Mujeres;17 Rioja, La;2022T1;1,0
Construcción;Mujeres;17 Rioja, La;2021T4;1,0
Construcción;Mujeres;17 Rioja, La;2021T3;0,8
Construcción;Mujeres;17 Rioja, La;2021T2;0,6
Construcción;Mujeres;17 Rioja, La;2021T1;0,5
Construcción;Mujeres;17 Rioja, La;2020T4;0,7
Construcción;Mujeres;17 Rioja, La;2020T3;0,6
Construcción;Mujeres;17 Rioja, La;2020T2;0,8
Construcción;Mujeres;17 Rioja, La;2020T1;0,7
Construcción;Mujeres;17 Rioja, La;2019T4;0,6
Construcción;Mujeres;17 Rioja, La;2019T3;0,5
Construcción;Mujeres;17 Rioja, La;2019T2;0,5
Construcción;Mujeres;17 Rioja, La;2019T1;0,5
Construcción;Mujeres;17 Rioja, La;2018T4;0,3
Construcción;Mujeres;17 Rioja, La;2018T3;0,2
Construcción;Mujeres;17 Rioja, La;2018T2;0,2
Construcción;Mujeres;17 Rioja, La;2018T1;0,7
Construcción;Mujeres;17 Rioja, La;2017T4;0,3
Construcción;Mujeres;17 Rioja, La;2017T3;0,3
Construcción;Mujeres;17 Rioja, La;2017T2;0,4
Construcción;Mujeres;17 Rioja, La;2017T1;0,5
Construcción;Mujeres;17 Rioja, La;2016T4;0,7
Construcción;Mujeres;17 Rioja, La;2016T3;0,9
Construcción;Mujeres;17 Rioja, La;2016T2;0,7
Construcción;Mujeres;17 Rioja, La;2016T1;0,6
Construcción;Mujeres;18 Ceuta;2025T3;0,6
Construcción;Mujeres;18 Ceuta;2025T2;0,4
Construcción;Mujeres;18 Ceuta;2025T1;0,2
Construcción;Mujeres;18 Ceuta;2024T4;0,4
Construcción;Mujeres;18 Ceuta;2024T3;0,4
Construcción;Mujeres;18 Ceuta;2024T2;..
Construcción;Mujeres;18 Ceuta;2024T1;..
Construcción;Mujeres;18 Ceuta;2023T4;..
Construcción;Mujeres;18 Ceuta;2023T3;..
Construcción;Mujeres;18 Ceuta;2023T2;..
Construcción;Mujeres;18 Ceuta;2023T1;..
Construcción;Mujeres;18 Ceuta;2022T4;0,1
Construcción;Mujeres;18 Ceuta;2022T3;0,2
Construcción;Mujeres;18 Ceuta;2022T2;0,2
Construcción;Mujeres;18 Ceuta;2022T1;0,4
Construcción;Mujeres;18 Ceuta;2021T4;0,1
Construcción;Mujeres;18 Ceuta;2021T3;0,2
Construcción;Mujeres;18 Ceuta;2021T2;0,1
Construcción;Mujeres;18 Ceuta;2021T1;..
Construcción;Mujeres;18 Ceuta;2020T4;..
Construcción;Mujeres;18 Ceuta;2020T3;..
Construcción;Mujeres;18 Ceuta;2020T2;..
Construcción;Mujeres;18 Ceuta;2020T1;..
Construcción;Mujeres;18 Ceuta;2019T4;..
Construcción;Mujeres;18 Ceuta;2019T3;0,1
Construcción;Mujeres;18 Ceuta;2019T2;0,1
Construcción;Mujeres;18 Ceuta;2019T1;0,1
Construcción;Mujeres;18 Ceuta;2018T4;0,1
Construcción;Mujeres;18 Ceuta;2018T3;0,1
Construcción;Mujeres;18 Ceuta;2018T2;0,3
Construcción;Mujeres;18 Ceuta;2018T1;..
Construcción;Mujeres;18 Ceuta;2017T4;..
Construcción;Mujeres;18 Ceuta;2017T3;..
Construcción;Mujeres;18 Ceuta;2017T2;0,1
Construcción;Mujeres;18 Ceuta;2017T1;0,1
Construcción;Mujeres;18 Ceuta;2016T4;..
Construcción;Mujeres;18 Ceuta;2016T3;..
Construcción;Mujeres;18 Ceuta;2016T2;..
Construcción;Mujeres;18 Ceuta;2016T1;0,2
Construcción;Mujeres;19 Melilla;2025T3;0,1
Construcción;Mujeres;19 Melilla;2025T2;0,1
Construcción;Mujeres;19 Melilla;2025T1;0,0
Construcción;Mujeres;19 Melilla;2024T4;0,1
Construcción;Mujeres;19 Melilla;2024T3;0,2
Construcción;Mujeres;19 Melilla;2024T2;0,1
Construcción;Mujeres;19 Melilla;2024T1;..
Construcción;Mujeres;19 Melilla;2023T4;..
Construcción;Mujeres;19 Melilla;2023T3;0,0
Construcción;Mujeres;19 Melilla;2023T2;0,3
Construcción;Mujeres;19 Melilla;2023T1;..
Construcción;Mujeres;19 Melilla;2022T4;..
Construcción;Mujeres;19 Melilla;2022T3;..
Construcción;Mujeres;19 Melilla;2022T2;0,0
Construcción;Mujeres;19 Melilla;2022T1;..
Construcción;Mujeres;19 Melilla;2021T4;0,1
Construcción;Mujeres;19 Melilla;2021T3;..
Construcción;Mujeres;19 Melilla;2021T2;..
Construcción;Mujeres;19 Melilla;2021T1;..
Construcción;Mujeres;19 Melilla;2020T4;..
Construcción;Mujeres;19 Melilla;2020T3;..
Construcción;Mujeres;19 Melilla;2020T2;..
Construcción;Mujeres;19 Melilla;2020T1;..
Construcción;Mujeres;19 Melilla;2019T4;..
Construcción;Mujeres;19 Melilla;2019T3;..
Construcción;Mujeres;19 Melilla;2019T2;..
Construcción;Mujeres;19 Melilla;2019T1;0,1
Construcción;Mujeres;19 Melilla;2018T4;..
Construcción;Mujeres;19 Melilla;2018T3;..
Construcción;Mujeres;19 Melilla;2018T2;..
Construcción;Mujeres;19 Melilla;2018T1;0,1
Construcción;Mujeres;19 Melilla;2017T4;0,1
Construcción;Mujeres;19 Melilla;2017T3;0,1
Construcción;Mujeres;19 Melilla;2017T2;0,2
Construcción;Mujeres;19 Melilla;2017T1;0,2
Construcción;Mujeres;19 Melilla;2016T4;0,3
Construcción;Mujeres;19 Melilla;2016T3;0,1
Construcción;Mujeres;19 Melilla;2016T2;..
Construcción;Mujeres;19 Melilla;2016T1;..
Servicios;Ambos sexos;Total Nacional;2025T3;17.013,1
Servicios;Ambos sexos;Total Nacional;2025T2;16.974,0
Servicios;Ambos sexos;Total Nacional;2025T1;16.609,2
Servicios;Ambos sexos;Total Nacional;2024T4;16.721,5
Servicios;Ambos sexos;Total Nacional;2024T3;16.697,5
Servicios;Ambos sexos;Total Nacional;2024T2;16.544,8
Servicios;Ambos sexos;Total Nacional;2024T1;16.240,8
Servicios;Ambos sexos;Total Nacional;2023T4;16.296,9
Servicios;Ambos sexos;Total Nacional;2023T3;16.457,8
Servicios;Ambos sexos;Total Nacional;2023T2;16.336,9
Servicios;Ambos sexos;Total Nacional;2023T1;15.718,0
Servicios;Ambos sexos;Total Nacional;2022T4;15.715,6
Servicios;Ambos sexos;Total Nacional;2022T3;15.807,7
Servicios;Ambos sexos;Total Nacional;2022T2;15.641,3
Servicios;Ambos sexos;Total Nacional;2022T1;15.295,3
Servicios;Ambos sexos;Total Nacional;2021T4;15.333,9
Servicios;Ambos sexos;Total Nacional;2021T3;15.263,5
Servicios;Ambos sexos;Total Nacional;2021T2;14.866,4
Servicios;Ambos sexos;Total Nacional;2021T1;14.494,9
Servicios;Ambos sexos;Total Nacional;2020T4;14.588,3
Servicios;Ambos sexos;Total Nacional;2020T3;14.508,8
Servicios;Ambos sexos;Total Nacional;2020T2;14.032,5
Servicios;Ambos sexos;Total Nacional;2020T1;14.849,4
Servicios;Ambos sexos;Total Nacional;2019T4;15.125,4
Servicios;Ambos sexos;Total Nacional;2019T3;15.042,4
Servicios;Ambos sexos;Total Nacional;2019T2;14.954,7
Servicios;Ambos sexos;Total Nacional;2019T1;14.641,6
Servicios;Ambos sexos;Total Nacional;2018T4;14.750,8
Servicios;Ambos sexos;Total Nacional;2018T3;14.793,8
Servicios;Ambos sexos;Total Nacional;2018T2;14.583,6
Servicios;Ambos sexos;Total Nacional;2018T1;14.212,2
Servicios;Ambos sexos;Total Nacional;2017T4;14.322,7
Servicios;Ambos sexos;Total Nacional;2017T3;14.446,9
Servicios;Ambos sexos;Total Nacional;2017T2;14.210,6
Servicios;Ambos sexos;Total Nacional;2017T1;13.938,2
Servicios;Ambos sexos;Total Nacional;2016T4;14.032,9
Servicios;Ambos sexos;Total Nacional;2016T3;14.145,2
Servicios;Ambos sexos;Total Nacional;2016T2;13.966,5
Servicios;Ambos sexos;Total Nacional;2016T1;13.739,2
Servicios;Ambos sexos;01 Andalucía;2025T3;2.800,5
Servicios;Ambos sexos;01 Andalucía;2025T2;2.711,9
Servicios;Ambos sexos;01 Andalucía;2025T1;2.633,5
Servicios;Ambos sexos;01 Andalucía;2024T4;2.665,2
Servicios;Ambos sexos;01 Andalucía;2024T3;2.731,1
Servicios;Ambos sexos;01 Andalucía;2024T2;2.675,7
Servicios;Ambos sexos;01 Andalucía;2024T1;2.594,2
Servicios;Ambos sexos;01 Andalucía;2023T4;2.587,7
Servicios;Ambos sexos;01 Andalucía;2023T3;2.682,4
Servicios;Ambos sexos;01 Andalucía;2023T2;2.646,4
Servicios;Ambos sexos;01 Andalucía;2023T1;2.562,8
Servicios;Ambos sexos;01 Andalucía;2022T4;2.528,9
Servicios;Ambos sexos;01 Andalucía;2022T3;2.556,0
Servicios;Ambos sexos;01 Andalucía;2022T2;2.530,6
Servicios;Ambos sexos;01 Andalucía;2022T1;2.427,8
Servicios;Ambos sexos;01 Andalucía;2021T4;2.439,7
Servicios;Ambos sexos;01 Andalucía;2021T3;2.421,5
Servicios;Ambos sexos;01 Andalucía;2021T2;2.366,4
Servicios;Ambos sexos;01 Andalucía;2021T1;2.246,8
Servicios;Ambos sexos;01 Andalucía;2020T4;2.286,1
Servicios;Ambos sexos;01 Andalucía;2020T3;2.252,8
Servicios;Ambos sexos;01 Andalucía;2020T2;2.181,1
Servicios;Ambos sexos;01 Andalucía;2020T1;2.318,7
Servicios;Ambos sexos;01 Andalucía;2019T4;2.363,0
Servicios;Ambos sexos;01 Andalucía;2019T3;2.393,5
Servicios;Ambos sexos;01 Andalucía;2019T2;2.376,9
Servicios;Ambos sexos;01 Andalucía;2019T1;2.322,4
Servicios;Ambos sexos;01 Andalucía;2018T4;2.324,0
Servicios;Ambos sexos;01 Andalucía;2018T3;2.364,1
Servicios;Ambos sexos;01 Andalucía;2018T2;2.315,8
Servicios;Ambos sexos;01 Andalucía;2018T1;2.227,7
Servicios;Ambos sexos;01 Andalucía;2017T4;2.265,7
Servicios;Ambos sexos;01 Andalucía;2017T3;2.304,0
Servicios;Ambos sexos;01 Andalucía;2017T2;2.271,4
Servicios;Ambos sexos;01 Andalucía;2017T1;2.189,7
Servicios;Ambos sexos;01 Andalucía;2016T4;2.167,0
Servicios;Ambos sexos;01 Andalucía;2016T3;2.196,8
Servicios;Ambos sexos;01 Andalucía;2016T2;2.181,5
Servicios;Ambos sexos;01 Andalucía;2016T1;2.156,0
Servicios;Ambos sexos;02 Aragón;2025T3;431,0
Servicios;Ambos sexos;02 Aragón;2025T2;428,6
Servicios;Ambos sexos;02 Aragón;2025T1;425,5
Servicios;Ambos sexos;02 Aragón;2024T4;433,4
Servicios;Ambos sexos;02 Aragón;2024T3;428,4
Servicios;Ambos sexos;02 Aragón;2024T2;426,1
Servicios;Ambos sexos;02 Aragón;2024T1;421,7
Servicios;Ambos sexos;02 Aragón;2023T4;422,0
Servicios;Ambos sexos;02 Aragón;2023T3;414,7
Servicios;Ambos sexos;02 Aragón;2023T2;430,4
Servicios;Ambos sexos;02 Aragón;2023T1;412,7
Servicios;Ambos sexos;02 Aragón;2022T4;412,8
Servicios;Ambos sexos;02 Aragón;2022T3;410,0
Servicios;Ambos sexos;02 Aragón;2022T2;415,0
Servicios;Ambos sexos;02 Aragón;2022T1;404,7
Servicios;Ambos sexos;02 Aragón;2021T4;404,5
Servicios;Ambos sexos;02 Aragón;2021T3;403,3
Servicios;Ambos sexos;02 Aragón;2021T2;389,2
Servicios;Ambos sexos;02 Aragón;2021T1;379,0
Servicios;Ambos sexos;02 Aragón;2020T4;375,5
Servicios;Ambos sexos;02 Aragón;2020T3;380,1
Servicios;Ambos sexos;02 Aragón;2020T2;375,5
Servicios;Ambos sexos;02 Aragón;2020T1;390,4
Servicios;Ambos sexos;02 Aragón;2019T4;402,6
Servicios;Ambos sexos;02 Aragón;2019T3;402,5
Servicios;Ambos sexos;02 Aragón;2019T2;398,7
Servicios;Ambos sexos;02 Aragón;2019T1;396,7
Servicios;Ambos sexos;02 Aragón;2018T4;389,5
Servicios;Ambos sexos;02 Aragón;2018T3;388,2
Servicios;Ambos sexos;02 Aragón;2018T2;385,2
Servicios;Ambos sexos;02 Aragón;2018T1;379,0
Servicios;Ambos sexos;02 Aragón;2017T4;387,2
Servicios;Ambos sexos;02 Aragón;2017T3;395,5
Servicios;Ambos sexos;02 Aragón;2017T2;395,1
Servicios;Ambos sexos;02 Aragón;2017T1;385,5
Servicios;Ambos sexos;02 Aragón;2016T4;388,4
Servicios;Ambos sexos;02 Aragón;2016T3;382,3
Servicios;Ambos sexos;02 Aragón;2016T2;377,8
Servicios;Ambos sexos;02 Aragón;2016T1;373,0
Servicios;Ambos sexos;03 Asturias, Principado de;2025T3;330,4
Servicios;Ambos sexos;03 Asturias, Principado de;2025T2;335,8
Servicios;Ambos sexos;03 Asturias, Principado de;2025T1;323,0
Servicios;Ambos sexos;03 Asturias, Principado de;2024T4;319,2
Servicios;Ambos sexos;03 Asturias, Principado de;2024T3;307,0
Servicios;Ambos sexos;03 Asturias, Principado de;2024T2;292,7
Servicios;Ambos sexos;03 Asturias, Principado de;2024T1;298,5
Servicios;Ambos sexos;03 Asturias, Principado de;2023T4;294,6
Servicios;Ambos sexos;03 Asturias, Principado de;2023T3;296,0
Servicios;Ambos sexos;03 Asturias, Principado de;2023T2;304,0
Servicios;Ambos sexos;03 Asturias, Principado de;2023T1;288,7
Servicios;Ambos sexos;03 Asturias, Principado de;2022T4;287,5
Servicios;Ambos sexos;03 Asturias, Principado de;2022T3;288,8
Servicios;Ambos sexos;03 Asturias, Principado de;2022T2;286,7
Servicios;Ambos sexos;03 Asturias, Principado de;2022T1;291,7
Servicios;Ambos sexos;03 Asturias, Principado de;2021T4;301,3
Servicios;Ambos sexos;03 Asturias, Principado de;2021T3;291,7
Servicios;Ambos sexos;03 Asturias, Principado de;2021T2;290,0
Servicios;Ambos sexos;03 Asturias, Principado de;2021T1;290,4
Servicios;Ambos sexos;03 Asturias, Principado de;2020T4;292,7
Servicios;Ambos sexos;03 Asturias, Principado de;2020T3;290,9
Servicios;Ambos sexos;03 Asturias, Principado de;2020T2;287,8
Servicios;Ambos sexos;03 Asturias, Principado de;2020T1;300,1
Servicios;Ambos sexos;03 Asturias, Principado de;2019T4;304,0
Servicios;Ambos sexos;03 Asturias, Principado de;2019T3;294,5
Servicios;Ambos sexos;03 Asturias, Principado de;2019T2;290,9
Servicios;Ambos sexos;03 Asturias, Principado de;2019T1;289,2
Servicios;Ambos sexos;03 Asturias, Principado de;2018T4;294,3
Servicios;Ambos sexos;03 Asturias, Principado de;2018T3;297,9
Servicios;Ambos sexos;03 Asturias, Principado de;2018T2;295,4
Servicios;Ambos sexos;03 Asturias, Principado de;2018T1;295,2
Servicios;Ambos sexos;03 Asturias, Principado de;2017T4;293,1
Servicios;Ambos sexos;03 Asturias, Principado de;2017T3;298,8
Servicios;Ambos sexos;03 Asturias, Principado de;2017T2;301,6
Servicios;Ambos sexos;03 Asturias, Principado de;2017T1;297,2
Servicios;Ambos sexos;03 Asturias, Principado de;2016T4;295,7
Servicios;Ambos sexos;03 Asturias, Principado de;2016T3;300,6
Servicios;Ambos sexos;03 Asturias, Principado de;2016T2;292,1
Servicios;Ambos sexos;03 Asturias, Principado de;2016T1;291,8
Servicios;Ambos sexos;04 Balears, Illes;2025T3;563,1
Servicios;Ambos sexos;04 Balears, Illes;2025T2;530,6
Servicios;Ambos sexos;04 Balears, Illes;2025T1;440,5
Servicios;Ambos sexos;04 Balears, Illes;2024T4;488,7
Servicios;Ambos sexos;04 Balears, Illes;2024T3;539,7
Servicios;Ambos sexos;04 Balears, Illes;2024T2;524,3
Servicios;Ambos sexos;04 Balears, Illes;2024T1;430,6
Servicios;Ambos sexos;04 Balears, Illes;2023T4;467,0
Servicios;Ambos sexos;04 Balears, Illes;2023T3;561,7
Servicios;Ambos sexos;04 Balears, Illes;2023T2;523,8
Servicios;Ambos sexos;04 Balears, Illes;2023T1;423,5
Servicios;Ambos sexos;04 Balears, Illes;2022T4;448,8
Servicios;Ambos sexos;04 Balears, Illes;2022T3;535,1
Servicios;Ambos sexos;04 Balears, Illes;2022T2;489,0
Servicios;Ambos sexos;04 Balears, Illes;2022T1;419,3
Servicios;Ambos sexos;04 Balears, Illes;2021T4;419,0
Servicios;Ambos sexos;04 Balears, Illes;2021T3;496,3
Servicios;Ambos sexos;04 Balears, Illes;2021T2;442,6
Servicios;Ambos sexos;04 Balears, Illes;2021T1;399,1
Servicios;Ambos sexos;04 Balears, Illes;2020T4;429,5
Servicios;Ambos sexos;04 Balears, Illes;2020T3;474,2
Servicios;Ambos sexos;04 Balears, Illes;2020T2;420,2
Servicios;Ambos sexos;04 Balears, Illes;2020T1;397,5
Servicios;Ambos sexos;04 Balears, Illes;2019T4;461,0
Servicios;Ambos sexos;04 Balears, Illes;2019T3;516,7
Servicios;Ambos sexos;04 Balears, Illes;2019T2;470,5
Servicios;Ambos sexos;04 Balears, Illes;2019T1;410,1
Servicios;Ambos sexos;04 Balears, Illes;2018T4;460,1
Servicios;Ambos sexos;04 Balears, Illes;2018T3;529,2
Servicios;Ambos sexos;04 Balears, Illes;2018T2;473,1
Servicios;Ambos sexos;04 Balears, Illes;2018T1;386,6
Servicios;Ambos sexos;04 Balears, Illes;2017T4;419,5
Servicios;Ambos sexos;04 Balears, Illes;2017T3;492,4
Servicios;Ambos sexos;04 Balears, Illes;2017T2;454,6
Servicios;Ambos sexos;04 Balears, Illes;2017T1;394,6
Servicios;Ambos sexos;04 Balears, Illes;2016T4;421,3
Servicios;Ambos sexos;04 Balears, Illes;2016T3;481,9
Servicios;Ambos sexos;04 Balears, Illes;2016T2;458,4
Servicios;Ambos sexos;04 Balears, Illes;2016T1;401,2
Servicios;Ambos sexos;05 Canarias;2025T3;869,0
Servicios;Ambos sexos;05 Canarias;2025T2;890,3
Servicios;Ambos sexos;05 Canarias;2025T1;881,6
Servicios;Ambos sexos;05 Canarias;2024T4;884,0
Servicios;Ambos sexos;05 Canarias;2024T3;854,9
Servicios;Ambos sexos;05 Canarias;2024T2;855,7
Servicios;Ambos sexos;05 Canarias;2024T1;855,7
Servicios;Ambos sexos;05 Canarias;2023T4;853,1
Servicios;Ambos sexos;05 Canarias;2023T3;831,7
Servicios;Ambos sexos;05 Canarias;2023T2;832,5
Servicios;Ambos sexos;05 Canarias;2023T1;832,2
Servicios;Ambos sexos;05 Canarias;2022T4;834,3
Servicios;Ambos sexos;05 Canarias;2022T3;805,5
Servicios;Ambos sexos;05 Canarias;2022T2;805,2
Servicios;Ambos sexos;05 Canarias;2022T1;760,6
Servicios;Ambos sexos;05 Canarias;2021T4;772,7
Servicios;Ambos sexos;05 Canarias;2021T3;709,3
Servicios;Ambos sexos;05 Canarias;2021T2;678,9
Servicios;Ambos sexos;05 Canarias;2021T1;661,8
Servicios;Ambos sexos;05 Canarias;2020T4;704,0
Servicios;Ambos sexos;05 Canarias;2020T3;702,3
Servicios;Ambos sexos;05 Canarias;2020T2;704,5
Servicios;Ambos sexos;05 Canarias;2020T1;817,8
Servicios;Ambos sexos;05 Canarias;2019T4;825,2
Servicios;Ambos sexos;05 Canarias;2019T3;774,7
Servicios;Ambos sexos;05 Canarias;2019T2;784,9
Servicios;Ambos sexos;05 Canarias;2019T1;779,3
Servicios;Ambos sexos;05 Canarias;2018T4;807,7
Servicios;Ambos sexos;05 Canarias;2018T3;797,7
Servicios;Ambos sexos;05 Canarias;2018T2;772,6
Servicios;Ambos sexos;05 Canarias;2018T1;772,0
Servicios;Ambos sexos;05 Canarias;2017T4;765,7
Servicios;Ambos sexos;05 Canarias;2017T3;750,5
Servicios;Ambos sexos;05 Canarias;2017T2;726,8
Servicios;Ambos sexos;05 Canarias;2017T1;716,3
Servicios;Ambos sexos;05 Canarias;2016T4;722,9
